<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SANDP-500,D,20170202,000000,2276.6900000,2283.9700000,2271.6500000,2280.8500000,17387
SANDP-500,D,20170203,000000,2288.5400000,2298.2700000,2287.8800000,2297.4200000,17003
SANDP-500,D,20170206,000000,2294.2800000,2296.1800000,2288.5700000,2292.5600000,16242
SANDP-500,D,20170207,000000,2295.8700000,2299.4000000,2290.1600000,2293.0800000,16598
SANDP-500,D,20170208,000000,2289.1000000,2295.9100000,2285.3800000,2294.6700000,16863
SANDP-500,D,20170209,000000,2296.7000000,2311.0800000,2296.6100000,2307.8700000,16523
SANDP-500,D,20170210,000000,2312.2700000,2319.2300000,2311.1000000,2316.1000000,16479
SANDP-500,D,20170213,000000,2321.7100000,2331.5800000,2321.4200000,2328.2500000,16379
SANDP-500,D,20170214,000000,2326.1200000,2337.5800000,2322.1700000,2337.5800000,16770
SANDP-500,D,20170215,000000,2335.5800000,2351.3000000,2334.8100000,2349.2500000,16141
SANDP-500,D,20170216,000000,2349.6400000,2351.3100000,2338.8700000,2347.2200000,15088
SANDP-500,D,20170217,000000,2343.0100000,2351.1600000,2339.5800000,2351.1600000,15063
SANDP-500,D,20170221,000000,2354.9100000,2366.7100000,2354.9100000,2365.3800000,9434
SANDP-500,D,20170222,000000,2361.1100000,2364.8200000,2358.3400000,2362.8200000,16290
SANDP-500,D,20170223,000000,2367.5000000,2368.2600000,2355.0900000,2363.8100000,17245
SANDP-500,D,20170224,000000,2355.7300000,2367.3400000,2352.8700000,2367.3400000,16919
SANDP-500,D,20170227,000000,2365.2300000,2371.5400000,2361.8700000,2369.7500000,16522
SANDP-500,D,20170228,000000,2366.0800000,2367.7900000,2358.9600000,2363.6400000,16923
SANDP-500,D,20170301,000000,2380.1300000,2400.9800000,2380.1300000,2395.9600000,18005
SANDP-500,D,20170302,000000,2394.7500000,2394.7500000,2380.1700000,2381.9200000,17359
SANDP-500,D,20170303,000000,2380.9200000,2383.8900000,2375.3900000,2383.1200000,16901
SANDP-500,D,20170306,000000,2375.2300000,2378.8000000,2367.9800000,2375.3100000,15987
SANDP-500,D,20170307,000000,2370.7700000,2375.1200000,2365.5100000,2368.3900000,15786
SANDP-500,D,20170308,000000,2369.8100000,2373.0900000,2361.0400000,2362.9800000,16041
SANDP-500,D,20170309,000000,2363.4900000,2369.0800000,2354.5600000,2364.8700000,15945
SANDP-500,D,20170310,000000,2372.5200000,2376.8600000,2363.0400000,2372.6000000,16978
SANDP-500,D,20170313,000000,2371.5600000,2374.4200000,2368.5200000,2373.4700000,16189
SANDP-500,D,20170314,000000,2368.5500000,2368.5500000,2358.1800000,2365.4500000,16893
SANDP-500,D,20170315,000000,2370.5200000,2390.0100000,2368.9400000,2385.2600000,16870
SANDP-500,D,20170316,000000,2387.8700000,2388.1000000,2377.1800000,2381.3800000,16444
SANDP-500,D,20170317,000000,2383.7100000,2385.7100000,2377.6400000,2378.2500000,16493
SANDP-500,D,20170320,000000,2378.2400000,2379.5500000,2369.6600000,2373.4700000,16499
SANDP-500,D,20170321,000000,2379.3200000,2381.9300000,2341.9000000,2344.0200000,19276
SANDP-500,D,20170322,000000,2343.0000000,2351.8100000,2336.4500000,2348.4500000,17918
SANDP-500,D,20170323,000000,2345.9700000,2358.9200000,2342.3700000,2345.9600000,17448
SANDP-500,D,20170324,000000,2350.4200000,2356.2200000,2335.7400000,2343.9800000,17643
SANDP-500,D,20170327,000000,2329.1100000,2344.9000000,2322.2500000,2341.5900000,17714
SANDP-500,D,20170328,000000,2339.7900000,2363.7800000,2337.6300000,2358.5700000,17627
SANDP-500,D,20170329,000000,2356.5400000,2363.3600000,2352.9400000,2361.1300000,16494
SANDP-500,D,20170330,000000,2361.3100000,2370.4200000,2358.5800000,2368.0600000,16582
SANDP-500,D,20170331,000000,2364.8200000,2370.3500000,2362.6200000,2362.7200000,16294
SANDP-500,D,20170403,000000,2362.3400000,2365.8700000,2344.7300000,2358.8400000,17815
SANDP-500,D,20170404,000000,2354.7600000,2360.4600000,2350.7200000,2360.1600000,16820
SANDP-500,D,20170405,000000,2366.5900000,2378.3600000,2350.5200000,2352.9500000,16142
SANDP-500,D,20170406,000000,2353.7900000,2364.1600000,2348.9000000,2357.4900000,17590
SANDP-500,D,20170407,000000,2356.5900000,2363.7600000,2350.7400000,2355.5400000,16739
SANDP-500,D,20170410,000000,2357.1600000,2366.3700000,2351.5000000,2357.1600000,16939
SANDP-500,D,20170411,000000,2353.9200000,2355.2200000,2337.2500000,2353.7800000,18204
SANDP-500,D,20170412,000000,2352.1500000,2352.7200000,2341.1800000,2344.9300000,17743
SANDP-500,D,20170413,000000,2341.9800000,2348.2600000,2328.9500000,2328.9500000,17431
SANDP-500,D,20170417,000000,2332.6200000,2349.1400000,2332.5100000,2349.0100000,16127
SANDP-500,D,20170418,000000,2342.5300000,2348.3500000,2334.5400000,2342.1900000,17364
SANDP-500,D,20170419,000000,2346.7900000,2352.6300000,2335.0500000,2338.1700000,16631
SANDP-500,D,20170420,000000,2342.6900000,2361.3700000,2340.9100000,2355.8400000,17364
SANDP-500,D,20170421,000000,2354.7400000,2356.1800000,2344.5100000,2348.6900000,17079
SANDP-500,D,20170424,000000,2370.3300000,2376.9800000,2369.1900000,2374.1500000,16786
SANDP-500,D,20170425,000000,2381.5100000,2392.4800000,2381.1500000,2388.6100000,17121
SANDP-500,D,20170426,000000,2388.9800000,2398.1600000,2386.7600000,2387.4500000,17255
SANDP-500,D,20170427,000000,2389.7000000,2392.1000000,2382.6800000,2388.7700000,17010
SANDP-500,D,20170428,000000,2393.6800000,2393.6800000,2382.3600000,2384.2000000,16992
SANDP-500,D,20170501,000000,2388.5000000,2394.4900000,2384.8300000,2388.3300000,16985
SANDP-500,D,20170502,000000,2391.0500000,2392.9300000,2385.8200000,2391.1700000,16701
SANDP-500,D,20170503,000000,2386.5000000,2389.8200000,2379.7500000,2388.1300000,17264
SANDP-500,D,20170504,000000,2389.7900000,2391.4300000,2380.3500000,2389.5200000,17275
SANDP-500,D,20170505,000000,2392.3700000,2399.2900000,2389.3800000,2399.2900000,16370
SANDP-500,D,20170508,000000,2399.9400000,2401.3600000,2393.9200000,2399.3800000,16530
SANDP-500,D,20170509,000000,2401.5800000,2403.8700000,2392.4400000,2396.9200000,16654
SANDP-500,D,20170510,000000,2396.7900000,2399.7400000,2392.7900000,2399.6300000,16556
SANDP-500,D,20170511,000000,2394.8400000,2395.7200000,2381.7400000,2394.4400000,16867
SANDP-500,D,20170512,000000,2392.4400000,2392.4400000,2387.1900000,2390.9000000,16342
SANDP-500,D,20170515,000000,2393.9800000,2404.0500000,2393.9400000,2402.3200000,16194
SANDP-500,D,20170516,000000,2404.5500000,2405.7700000,2396.0500000,2400.6700000,16635
SANDP-500,D,20170517,000000,2381.9900000,2384.8700000,2356.2900000,2357.0300000,18769
SANDP-500,D,20170518,000000,2354.6900000,2375.7400000,2352.7200000,2365.7200000,18721
SANDP-500,D,20170519,000000,2371.3700000,2389.0600000,2370.4300000,2381.7300000,17037
SANDP-500,D,20170522,000000,2387.2100000,2395.4600000,2386.9200000,2394.0200000,16347
SANDP-500,D,20170523,000000,2397.0400000,2400.8500000,2393.8800000,2398.4200000,16671
SANDP-500,D,20170524,000000,2401.4100000,2405.5800000,2397.9900000,2404.3900000,16043
SANDP-500,D,20170525,000000,2409.5400000,2418.7100000,2408.0100000,2415.0700000,16635
SANDP-500,D,20170526,000000,2414.5000000,2416.6800000,2412.2000000,2415.8200000,15945
SANDP-500,D,20170530,000000,2411.6700000,2415.2600000,2409.4300000,2412.9100000,16116
SANDP-500,D,20170531,000000,2415.6300000,2415.9900000,2403.5900000,2411.8000000,15520
SANDP-500,D,20170601,000000,2415.6500000,2430.0600000,2413.5500000,2430.0600000,16972
SANDP-500,D,20170602,000000,2431.0600000,2440.2300000,2427.7100000,2439.0700000,16832
SANDP-500,D,20170605,000000,2437.8300000,2439.5500000,2434.3200000,2436.1000000,16353
SANDP-500,D,20170606,000000,2431.9200000,2436.2100000,2428.1200000,2429.3300000,16613
SANDP-500,D,20170607,000000,2432.0300000,2435.2800000,2424.7500000,2433.1400000,17014
SANDP-500,D,20170608,000000,2434.2700000,2439.2700000,2427.9400000,2433.7900000,16966
SANDP-500,D,20170609,000000,2436.3900000,2446.2000000,2415.7000000,2431.7700000,19569
SANDP-500,D,20170612,000000,2425.8800000,2430.1400000,2419.9700000,2429.3900000,19287
SANDP-500,D,20170613,000000,2434.1500000,2441.4900000,2431.2800000,2440.3500000,18085
SANDP-500,D,20170614,000000,2443.7500000,2443.7500000,2428.3400000,2437.9200000,18565
SANDP-500,D,20170615,000000,2424.1400000,2433.9500000,2418.5300000,2432.4600000,18203
SANDP-500,D,20170616,000000,2431.2400000,2433.1500000,2422.8800000,2433.1500000,17762
SANDP-500,D,20170619,000000,2442.5500000,2453.8200000,2441.7900000,2453.4600000,17197
SANDP-500,D,20170620,000000,2450.6600000,2450.6600000,2436.6000000,2437.0300000,17312
SANDP-500,D,20170621,000000,2439.3100000,2442.2300000,2430.7400000,2435.6100000,17904
SANDP-500,D,20170622,000000,2437.4000000,2441.6200000,2433.2700000,2434.5000000,17201
SANDP-500,D,20170623,000000,2434.6500000,2441.4000000,2431.1100000,2438.3000000,14603
SANDP-500,D,20170626,000000,2443.3200000,2450.4200000,2437.0300000,2439.0700000,17722
SANDP-500,D,20170627,000000,2436.3400000,2440.1500000,2419.3800000,2419.3800000,18410
SANDP-500,D,20170628,000000,2428.7000000,2442.9700000,2428.0200000,2440.6900000,17107
SANDP-500,D,20170629,000000,2442.3800000,2442.7300000,2405.7000000,2419.7000000,19636
SANDP-500,D,20170630,000000,2429.2000000,2432.7100000,2421.6500000,2423.4100000,17358
SANDP-500,D,20170703,000000,2431.3900000,2439.1700000,2428.6900000,2429.0100000,10238
SANDP-500,D,20170705,000000,2430.7800000,2434.9000000,2422.0500000,2432.5400000,17922
SANDP-500,D,20170706,000000,2423.4400000,2424.2800000,2407.7000000,2409.7500000,18153
SANDP-500,D,20170707,000000,2413.5200000,2426.9200000,2413.5200000,2425.1800000,16886
SANDP-500,D,20170710,000000,2424.5100000,2432.0000000,2422.2700000,2427.4300000,16835
SANDP-500,D,20170711,000000,2427.3500000,2429.3000000,2412.7900000,2425.5300000,17332
SANDP-500,D,20170712,000000,2435.7500000,2445.7600000,2435.7500000,2443.2500000,17012
SANDP-500,D,20170713,000000,2444.9900000,2449.3200000,2441.6900000,2447.8300000,17132
SANDP-500,D,20170714,000000,2449.1600000,2463.5400000,2446.6900000,2459.2700000,16388
SANDP-500,D,20170717,000000,2459.5000000,2462.8200000,2457.1600000,2459.1400000,16726
SANDP-500,D,20170718,000000,2455.8800000,2460.9200000,2450.3400000,2460.6100000,17176
SANDP-500,D,20170719,000000,2463.8500000,2473.8300000,2463.8500000,2473.8300000,16951
SANDP-500,D,20170720,000000,2475.5600000,2477.6200000,2468.4300000,2473.4500000,17404
SANDP-500,D,20170721,000000,2467.4000000,2472.5400000,2465.0600000,2472.5400000,17020
SANDP-500,D,20170724,000000,2472.0400000,2473.1000000,2466.3200000,2469.9100000,16368
SANDP-500,D,20170725,000000,2477.8800000,2481.2400000,2474.9100000,2477.1300000,17232
SANDP-500,D,20170726,000000,2479.9700000,2481.6900000,2474.9400000,2477.8300000,17301
SANDP-500,D,20170727,000000,2482.7600000,2484.0400000,2459.9300000,2475.4200000,19480
SANDP-500,D,20170728,000000,2469.1200000,2473.5300000,2464.6600000,2472.1000000,18113
SANDP-500,D,20170731,000000,2475.9400000,2477.9600000,2468.5300000,2470.3000000,17452
SANDP-500,D,20170801,000000,2477.1000000,2478.5100000,2471.1400000,2476.3500000,17060
SANDP-500,D,20170802,000000,2480.3800000,2480.3800000,2466.4800000,2477.5700000,18165
SANDP-500,D,20170803,000000,2476.0300000,2476.0300000,2468.8500000,2472.1600000,17335
SANDP-500,D,20170804,000000,2476.8800000,2480.0000000,2472.0800000,2476.8300000,17191
SANDP-500,D,20170807,000000,2477.1400000,2480.9500000,2475.8800000,2480.9100000,16110
SANDP-500,D,20170808,000000,2478.2000000,2490.8700000,2470.3400000,2474.9200000,16519
SANDP-500,D,20170809,000000,2465.3500000,2474.4100000,2462.0800000,2474.0200000,17739
SANDP-500,D,20170810,000000,2465.3800000,2465.3800000,2437.7500000,2438.2100000,18112
SANDP-500,D,20170811,000000,2441.0400000,2448.0900000,2437.8500000,2441.3200000,17615
SANDP-500,D,20170814,000000,2454.9600000,2468.2200000,2454.9600000,2465.8400000,16744
SANDP-500,D,20170815,000000,2468.6600000,2468.9000000,2461.6100000,2464.6100000,16932
SANDP-500,D,20170816,000000,2468.6300000,2474.9300000,2463.8600000,2468.1100000,17532
SANDP-500,D,20170817,000000,2462.9500000,2465.0200000,2430.0100000,2430.0100000,18588
SANDP-500,D,20170818,000000,2427.6400000,2440.2700000,2420.6900000,2425.5500000,18332
SANDP-500,D,20170821,000000,2425.5000000,2430.5800000,2417.3500000,2428.3700000,17217
SANDP-500,D,20170822,000000,2433.7500000,2454.7700000,2433.6700000,2452.5100000,16320
SANDP-500,D,20170823,000000,2444.8800000,2448.9100000,2441.4200000,2444.0400000,16756
SANDP-500,D,20170824,000000,2447.9100000,2450.3900000,2436.1900000,2438.9700000,17629
SANDP-500,D,20170825,000000,2444.7200000,2453.9600000,2442.2200000,2443.0500000,16682
SANDP-500,D,20170828,000000,2447.3500000,2449.1200000,2439.0300000,2444.2400000,15937
SANDP-500,D,20170829,000000,2431.9400000,2449.1900000,2428.2000000,2446.3000000,16677
SANDP-500,D,20170830,000000,2446.0600000,2460.3100000,2443.7700000,2457.5900000,16153
SANDP-500,D,20170831,000000,2462.6500000,2475.0100000,2462.6500000,2471.6500000,16813
SANDP-500,D,20170901,000000,2474.4200000,2480.3800000,2473.8500000,2476.5500000,16462
SANDP-500,D,20170905,000000,2470.3500000,2471.9700000,2446.5500000,2457.8500000,18682
SANDP-500,D,20170906,000000,2463.8300000,2469.6400000,2459.2000000,2465.5400000,17391
SANDP-500,D,20170907,000000,2468.0600000,2468.6200000,2460.2900000,2465.1000000,18054
SANDP-500,D,20170908,000000,2462.2500000,2467.1100000,2459.4000000,2461.4300000,17474
SANDP-500,D,20170911,000000,2475.8600000,2488.9200000,2475.8600000,2488.1100000,16048
SANDP-500,D,20170912,000000,2491.9400000,2496.7400000,2490.3700000,2496.4800000,16714
SANDP-500,D,20170913,000000,2493.8900000,2498.3700000,2492.1400000,2498.3700000,17038
SANDP-500,D,20170914,000000,2494.5600000,2498.4300000,2491.3500000,2495.6200000,16849
SANDP-500,D,20170915,000000,2495.6700000,2500.2300000,2493.1600000,2500.2300000,16976
SANDP-500,D,20170918,000000,2502.5100000,2508.3200000,2499.9200000,2503.8700000,17120
SANDP-500,D,20170919,000000,2506.2900000,2507.8400000,2503.1900000,2506.6500000,17053
SANDP-500,D,20170920,000000,2506.8400000,2508.8500000,2496.6700000,2508.2400000,18154
SANDP-500,D,20170921,000000,2507.1600000,2507.1600000,2499.0000000,2500.6000000,17157
SANDP-500,D,20170922,000000,2497.2600000,2503.4700000,2496.5400000,2502.2200000,16752
SANDP-500,D,20170925,000000,2499.3900000,2502.5400000,2488.0300000,2496.6600000,18136
SANDP-500,D,20170926,000000,2501.0400000,2503.5100000,2495.1200000,2496.8400000,17578
SANDP-500,D,20170927,000000,2503.3000000,2511.7300000,2495.9100000,2507.0400000,17394
SANDP-500,D,20170928,000000,2503.4100000,2510.8100000,2502.9300000,2510.0600000,17002
SANDP-500,D,20170929,000000,2509.9600000,2519.3600000,2507.9900000,2519.3600000,16492
SANDP-500,D,20171002,000000,2521.2000000,2529.2300000,2520.4000000,2529.1200000,17253
SANDP-500,D,20171003,000000,2530.3400000,2535.1300000,2528.8500000,2534.5800000,16311
SANDP-500,D,20171004,000000,2533.4800000,2540.5300000,2531.8000000,2537.7400000,16616
SANDP-500,D,20171005,000000,2540.8600000,2552.5100000,2540.0200000,2552.0700000,16705
SANDP-500,D,20171006,000000,2547.4400000,2549.4100000,2543.7900000,2549.3300000,16696
SANDP-500,D,20171009,000000,2551.3900000,2551.8200000,2541.6000000,2544.7300000,16569
SANDP-500,D,20171010,000000,2549.9900000,2555.2300000,2544.8600000,2550.6400000,17171
SANDP-500,D,20171011,000000,2550.6200000,2555.2400000,2547.9500000,2555.2400000,16657
SANDP-500,D,20171012,000000,2552.8800000,2555.3300000,2548.3100000,2550.9300000,16884
SANDP-500,D,20171013,000000,2555.3300000,2557.6400000,2552.0900000,2553.1700000,15791
SANDP-500,D,20171016,000000,2555.5700000,2559.4700000,2552.6400000,2557.6400000,16766
SANDP-500,D,20171017,000000,2557.1700000,2559.7100000,2554.6900000,2559.3600000,16685
SANDP-500,D,20171018,000000,2562.8700000,2564.1100000,2559.6700000,2561.2600000,16703
SANDP-500,D,20171019,000000,2553.3900000,2562.3600000,2547.9200000,2562.1000000,17147
SANDP-500,D,20171020,000000,2568.2900000,2575.4400000,2568.2900000,2575.2100000,16801
SANDP-500,D,20171023,000000,2578.0800000,2578.2900000,2564.3300000,2564.9800000,17387
SANDP-500,D,20171024,000000,2569.7100000,2572.1800000,2565.5800000,2569.1300000,16886
SANDP-500,D,20171025,000000,2566.5200000,2567.4000000,2544.0000000,2557.1500000,18637
SANDP-500,D,20171026,000000,2560.0800000,2567.0700000,2559.8000000,2560.4000000,18234
SANDP-500,D,20171027,000000,2570.2600000,2582.9800000,2565.9400000,2581.0700000,19050
SANDP-500,D,20171030,000000,2577.7500000,2580.0300000,2568.2500000,2572.8300000,18533
SANDP-500,D,20171031,000000,2575.9900000,2578.2900000,2572.1500000,2575.2600000,17711
SANDP-500,D,20171101,000000,2583.2100000,2588.4000000,2574.9200000,2579.3600000,18543
SANDP-500,D,20171102,000000,2579.4600000,2581.1100000,2566.1700000,2579.8500000,18872
SANDP-500,D,20171103,000000,2581.9300000,2588.4200000,2576.7700000,2587.8400000,18284
SANDP-500,D,20171106,000000,2587.4700000,2593.3800000,2585.6600000,2591.1300000,17602
SANDP-500,D,20171107,000000,2592.1100000,2597.0200000,2584.3500000,2590.6400000,17909
SANDP-500,D,20171108,000000,2588.7100000,2595.4700000,2585.0200000,2594.3800000,15928
SANDP-500,D,20171109,000000,2584.0000000,2586.5000000,2566.3300000,2584.6200000,19090
SANDP-500,D,20171110,000000,2580.1800000,2583.8100000,2575.5700000,2582.3000000,17278
SANDP-500,D,20171113,000000,2576.5300000,2587.6600000,2574.4800000,2584.8400000,17178
SANDP-500,D,20171114,000000,2577.7500000,2579.6600000,2566.5600000,2578.8700000,18093
SANDP-500,D,20171115,000000,2569.4500000,2572.8400000,2557.4500000,2564.6200000,17897
SANDP-500,D,20171116,000000,2572.9500000,2590.0900000,2572.9500000,2585.6400000,17438
SANDP-500,D,20171117,000000,2582.0600000,2583.9600000,2577.6200000,2578.8500000,16647
SANDP-500,D,20171120,000000,2579.4900000,2584.6400000,2578.2400000,2582.1400000,16720
SANDP-500,D,20171121,000000,2589.1700000,2601.1900000,2589.1700000,2599.0300000,17015
SANDP-500,D,20171122,000000,2600.3100000,2600.9400000,2595.2300000,2597.0800000,16562
SANDP-500,D,20171124,000000,2600.4200000,2604.2100000,2600.4200000,2602.4200000,8907
SANDP-500,D,20171127,000000,2602.6600000,2606.4100000,2598.8700000,2601.4200000,16875
SANDP-500,D,20171128,000000,2605.9400000,2627.6900000,2605.4400000,2627.0400000,18009
SANDP-500,D,20171129,000000,2627.8200000,2634.8900000,2620.3200000,2626.0700000,20031
SANDP-500,D,20171130,000000,2633.9300000,2657.7400000,2633.9300000,2647.5800000,19243
SANDP-500,D,20171201,000000,2645.8700000,2650.6200000,2605.5200000,2642.2200000,19864
SANDP-500,D,20171204,000000,2657.1900000,2665.1900000,2639.0300000,2639.4400000,19865
SANDP-500,D,20171205,000000,2639.7800000,2648.7200000,2627.7300000,2629.5700000,19396
SANDP-500,D,20171206,000000,2625.8600000,2634.4100000,2624.7500000,2629.2700000,18636
SANDP-500,D,20171207,000000,2628.1700000,2640.9900000,2626.5300000,2636.9800000,18076
SANDP-500,D,20171208,000000,2646.2100000,2651.6500000,2644.1000000,2651.5000000,17376
SANDP-500,D,20171211,000000,2652.1900000,2660.3100000,2651.4700000,2659.9900000,17484
SANDP-500,D,20171212,000000,2661.7300000,2669.7200000,2659.7800000,2664.1100000,17983
SANDP-500,D,20171213,000000,2667.5900000,2671.8800000,2662.8500000,2662.8500000,18424
SANDP-500,D,20171214,000000,2665.8700000,2668.0900000,2652.0100000,2652.0100000,18482
SANDP-500,D,20171215,000000,2660.1800000,2679.6300000,2659.1400000,2675.8100000,17943
SANDP-500,D,20171218,000000,2685.9200000,2694.9700000,2685.9200000,2690.1600000,17752
SANDP-500,D,20171219,000000,2692.7100000,2694.4400000,2680.7400000,2681.4700000,17919
SANDP-500,D,20171220,000000,2688.1800000,2691.0100000,2676.1100000,2679.2500000,17619
SANDP-500,D,20171221,000000,2683.0200000,2692.6400000,2682.4000000,2684.5700000,17328
SANDP-500,D,20171222,000000,2684.2200000,2685.3500000,2678.1300000,2683.3400000,16698
SANDP-500,D,20171226,000000,2679.0900000,2682.7400000,2677.9600000,2680.5000000,16385
SANDP-500,D,20171227,000000,2682.1000000,2685.6400000,2678.9100000,2682.6200000,16365
SANDP-500,D,20171228,000000,2686.1000000,2687.6600000,2682.6900000,2687.5400000,15684
SANDP-500,D,20171229,000000,2689.1500000,2692.1200000,2673.6100000,2673.6100000,16057
SANDP-500,D,20180102,000000,2683.7300000,2695.8800000,2682.3600000,2695.8100000,17097
SANDP-500,D,20180103,000000,2697.8500000,2714.3700000,2697.7700000,2713.0600000,17949
SANDP-500,D,20180104,000000,2719.3100000,2729.2900000,2719.0700000,2723.9900000,17324
SANDP-500,D,20180105,000000,2731.6900000,2743.3700000,2727.9200000,2743.1500000,17099
SANDP-500,D,20180108,000000,2742.2800000,2748.5100000,2737.6000000,2747.7100000,17274
SANDP-500,D,20180109,000000,2751.2400000,2759.1400000,2747.8600000,2751.2900000,17279
SANDP-500,D,20180110,000000,2745.5500000,2750.8000000,2736.0600000,2748.2300000,17884
SANDP-500,D,20180111,000000,2752.9700000,2767.5600000,2752.7800000,2767.5600000,17291
SANDP-500,D,20180112,000000,2770.1800000,2787.8500000,2769.6400000,2786.2400000,18072
SANDP-500,D,20180116,000000,2798.9600000,2807.5400000,2768.8700000,2776.4200000,19624
SANDP-500,D,20180117,000000,2785.1400000,2807.0400000,2778.3800000,2802.5600000,19129
SANDP-500,D,20180118,000000,2802.4000000,2805.8300000,2792.5600000,2798.0300000,18730
SANDP-500,D,20180119,000000,2802.6000000,2810.3300000,2798.0800000,2810.3000000,18110
SANDP-500,D,20180122,000000,2809.1600000,2833.0300000,2808.1200000,2832.9700000,17971
SANDP-500,D,20180123,000000,2835.0500000,2842.2400000,2830.5900000,2839.1300000,18734
SANDP-500,D,20180124,000000,2846.0700000,2852.9700000,2824.8100000,2837.5400000,19238
SANDP-500,D,20180125,000000,2847.0800000,2848.5600000,2830.9400000,2839.2500000,18588
SANDP-500,D,20180126,000000,2847.7300000,2872.8700000,2846.1800000,2872.8700000,18048
SANDP-500,D,20180129,000000,2866.9300000,2870.6200000,2851.4800000,2853.5300000,18788
SANDP-500,D,20180130,000000,2830.5100000,2837.7500000,2818.2700000,2822.4300000,19740
SANDP-500,D,20180131,000000,2832.4100000,2839.2600000,2813.0400000,2823.8100000,19723
SANDP-500,D,20180201,000000,2816.4500000,2835.9600000,2812.7000000,2821.9800000,19384
SANDP-500,D,20180202,000000,2808.9200000,2808.9200000,2759.9700000,2762.1300000,19282
SANDP-500,D,20180205,000000,2741.6000000,2763.3900000,2638.4000000,2648.9400000,20527
SANDP-500,D,20180206,000000,2614.7800000,2701.0400000,2593.0700000,2695.1400000,21495
SANDP-500,D,20180207,000000,2690.9500000,2727.6700000,2681.4100000,2681.6600000,21019
SANDP-500,D,20180208,000000,2685.0100000,2685.2700000,2580.7300000,2581.0000000,18775
SANDP-500,D,20180209,000000,2601.7800000,2638.6300000,2532.6900000,2619.5500000,21246
SANDP-500,D,20180212,000000,2637.8700000,2672.6100000,2622.4500000,2656.0000000,20749
SANDP-500,D,20180213,000000,2646.2700000,2668.8400000,2637.0800000,2662.9400000,19722
SANDP-500,D,20180214,000000,2651.2100000,2702.0400000,2648.8700000,2698.6300000,19157
SANDP-500,D,20180215,000000,2713.4600000,2731.5100000,2689.8200000,2731.2000000,20053
SANDP-500,D,20180216,000000,2727.1400000,2754.4200000,2725.1100000,2732.2200000,20243
SANDP-500,D,20180220,000000,2722.9900000,2737.6000000,2706.7600000,2716.2600000,19657
SANDP-500,D,20180221,000000,2720.5300000,2747.7500000,2701.2900000,2701.3300000,19881
SANDP-500,D,20180222,000000,2710.4200000,2731.2600000,2697.7700000,2703.9600000,20204
SANDP-500,D,20180223,000000,2715.8000000,2747.7600000,2713.7400000,2747.3000000,19164
SANDP-500,D,20180226,000000,2757.3700000,2780.6400000,2753.7800000,2779.6000000,18869
SANDP-500,D,20180227,000000,2780.4500000,2789.1500000,2744.2200000,2744.2800000,20420
SANDP-500,D,20180228,000000,2753.7800000,2761.5200000,2713.5400000,2713.8300000,20169
SANDP-500,D,20180301,000000,2715.2200000,2730.8900000,2659.6500000,2677.6700000,21332
SANDP-500,D,20180302,000000,2658.0500000,2696.2500000,2647.3200000,2691.2500000,19124
SANDP-500,D,20180305,000000,2681.0600000,2728.0900000,2675.7800000,2720.9400000,18901
SANDP-500,D,20180306,000000,2730.1800000,2732.0800000,2711.2600000,2728.1200000,19987
SANDP-500,D,20180307,000000,2710.1800000,2730.6000000,2701.7400000,2726.8000000,18976
SANDP-500,D,20180308,000000,2732.7500000,2740.4500000,2722.6500000,2738.9700000,18538
SANDP-500,D,20180309,000000,2754.0700000,2786.5700000,2751.5400000,2786.5700000,18191
SANDP-500,D,20180312,000000,2790.5400000,2796.9800000,2779.2600000,2783.0200000,18720
SANDP-500,D,20180313,000000,2792.3100000,2801.9000000,2758.6800000,2765.3100000,19330
SANDP-500,D,20180314,000000,2774.0600000,2777.1100000,2744.3800000,2749.4800000,19407
SANDP-500,D,20180315,000000,2754.2700000,2763.0300000,2741.4700000,2747.3300000,18536
SANDP-500,D,20180316,000000,2750.5700000,2761.8500000,2749.9800000,2752.0100000,12983
SANDP-500,D,20180319,000000,2740.9200000,2740.9200000,2694.5900000,2712.9200000,14709
SANDP-500,D,20180320,000000,2715.0500000,2724.2200000,2710.0500000,2716.9400000,18872
SANDP-500,D,20180321,000000,2714.9900000,2739.1400000,2709.7900000,2711.9300000,19542
SANDP-500,D,20180322,000000,2691.3600000,2695.6800000,2641.5900000,2643.6900000,20661
SANDP-500,D,20180323,000000,2646.7100000,2657.6700000,2585.8900000,2588.2600000,21115
SANDP-500,D,20180326,000000,2619.3500000,2661.3600000,2601.8100000,2658.5500000,20181
SANDP-500,D,20180327,000000,2667.5700000,2674.7800000,2596.4500000,2612.6200000,20182
SANDP-500,D,20180328,000000,2611.3000000,2632.6500000,2593.0600000,2605.0000000,20369
SANDP-500,D,20180329,000000,2614.6200000,2659.0700000,2609.7200000,2640.8700000,20234
SANDP-500,D,20180402,000000,2633.4500000,2638.3000000,2553.8000000,2581.8800000,21572
SANDP-500,D,20180403,000000,2592.1700000,2619.1400000,2575.4900000,2614.4500000,21192
SANDP-500,D,20180404,000000,2584.0400000,2649.8600000,2573.6100000,2644.6900000,20866
SANDP-500,D,20180405,000000,2657.3600000,2672.0800000,2649.5800000,2662.8400000,20136
SANDP-500,D,20180406,000000,2645.8200000,2656.8800000,2586.2700000,2604.4700000,15172
